track,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1,0.0,2.583621489305274,2.5649951267010236,3.609819940107817,3.3790679188202177,4.0566365378229285,2.159004400180787,2.680111937960801,3.3431871021526747,3.286974292567558,1.8018878988438765,2.624804754643667,1.0663957989414625,3.392639090737475,2.6023450962545303,2.1765109694187164,2.7181795378524947,2.034969287237525,2.3093938598688615,2.3260696464207604,3.6978507271116285,3.2291949461127305,1.5784486054350964,1.0201470482239314,3.3233717817902955,2.31974136489394,1.2870120434556935,2.8684664892586773,2.770721927584939,2.838344587959679
2,2.583621489305274,0.0,2.3890793205751875,2.49529557367459,2.2656124999655174,3.025954394897583,2.603382415243677,2.81039143181159,2.535862772312414,2.264000883392054,2.1884926319272817,3.211681802420657,2.379222562098805,2.4185326129701044,3.090517755975526,2.1517667159801506,1.516970665504116,2.505474007049365,3.4147620707744775,1.9685781671043698,2.6229372848011447,2.126828624971932,2.4374576919405184,2.524083992263332,2.3842189496772312,2.622003051104251,2.6871360218641707,3.3892772090816057,3.642032399636225,3.3073100852505495
3,2.5649951267010236,2.3890793205751875,0.0,2.6713292571302403,1.7832274111845636,2.791218371965906,2.558104767205597,1.68,1.8665208276362737,2.058446015809013,2.550842997912651,2.062668174961741,2.466819815065543,1.9674857051577272,1.7947701802737865,1.7299132926248069,2.564039781282654,2.7056052927210206,1.9945174855087133,2.681044572550035,2.4457105307047278,2.414808481018733,2.6415715019662067,2.4763481176926643,1.8118498834064596,1.5446035089951078,2.5686961673191324,1.8322390673708495,1.9867309832989468,1.9354586019855864
4,3.609819940107817,2.49529557367459,2.6713292571302403,0.0,2.3419436372380957,1.6305520537535747,2.623871185862599,2.4501020386914503,2.4632295873507206,2.3132660893204657,2.8950302243672685,3.080486974489585,3.528795828607827,2.5583197610932062,3.362885665615172,2.723086484120547,2.8563438168399826,3.1888085549308225,3.352655663798476,2.7384302072537836,1.7803651310896875,1.7892177061498136,3.4956687486087694,3.7747450245016547,2.358940440112891,2.8264111519734705,3.58488493539193,3.586767346790143,3.628291609008295,3.499857139941572
5,3.3790679188202177,2.2656124999655174,1.7832274111845636,2.3419436372380957,0.0,2.0272148381461697,3.4315594122789137,2.2946677319385484,1.420492872210206,1.5639373388982052,3.0491802176978653,2.6818090908936827,3.2239261778148705,1.3378714437493613,2.2012496450879895,2.385015723218612,2.562069476029095,3.3742258371365716,2.772796422386613,2.886745572439663,1.9887684631449687,2.1676715618377247,3.29153459650662,3.381419820134731,1.6587646005386056,2.2599778759979046,3.3769364814873257,2.468319266221451,2.7064367718459637,2.396935543563907
6,4.0566365378229285,3.025954394897583,2.791218371965906,1.6305520537535747,2.0272148381461697,0.0,3.340209574263268,2.4873077815180014,2.0197029484555395,2.4499591833334695,3.482341166514275,3.1836300036279344,3.946327406589575,2.1369838558117373,3.014780257332199,2.952642883926196,3.4256970093690424,3.5678564993564414,3.2759426124399678,3.3865764423677196,1.7634625031454454,1.9647900651214625,3.9542888108988703,4.177295775977564,2.269250977745741,2.6990183400636614,4.132420598148257,3.2709325887275633,3.3076880143084835,3.130670854625251
7,2.159004400180787,2.603382415243677,2.558104767205597,2.623871185862599,3.4315594122789137,3.340209574263268,0.0,2.52422265262001,3.3089575397698896,3.2039506862621963,2.2016584657934573,2.769638965641551,2.208913760199796,3.42956265433364,3.1622302256477153,2.1993862780330335,2.7759682995308146,1.5810755832660246,2.8794791195631197,2.4241080833989233,2.9872730039284994,2.5400393697736265,2.3404700382615453,2.3244784361228223,3.111093055503162,2.489518025642715,2.4694331333324255,3.280487768610027,3.303937045405072,3.290212759078051
8,2.680111937960801,2.81039143181159,1.68,2.4501020386914503,2.2946677319385484,2.4873077815180014,2.52422265262001,0.0,2.1345022839060164,2.4253247205271298,2.616027522790997,2.150999767549964,2.559648413356803,2.2448162508321254,2.1435018077902335,1.8232388762858256,2.6664020702062174,2.552900311410534,1.9180980162650711,2.7252155878021833,2.5792053039647698,2.59751804613558,2.867769167837607,2.757009249168381,2.035485200142708,1.2232742946698425,2.731849190566712,2.2825643473952715,2.1279332696304176,2.4213219529835355
9,3.3431871021526747,2.535862772312414,1.8665208276362737,2.4632295873507206,1.420492872210206,2.0197029484555395,3.3089575397698896,2.1345022839060164,0.0,1.8680203425016548,3.212366728753117,2.7009442793215857,3.284524318679951,1.1426723064816091,2.0581788066152074,2.56474170239422,2.6990368652539747,3.225895224584952,2.6783577057592587,3.0614865670128295,2.125935088378759,1.9143144987174914,3.3720320283176433,3.348223409511378,1.9290152928372548,2.03,3.4438205528163044,2.287531420549235,2.4763279265880764,2.325145156759036
10,3.286974292567558,2.264000883392054,2.058446015809013,2.3132660893204657,1.5639373388982052,2.4499591833334695,3.2039506862621963,2.4253247205271298,1.8680203425016548,0.0,2.827437001950707,2.743392060934784,3.0241362403172243,1.9325113195011303,2.3346948408732136,2.136492452596077,2.4855784035109414,3.1268354609732816,2.9260041011591214,2.8400000000000003,2.2373421732046266,2.290654928181022,3.226127709809393,3.214047292744772,1.8975774029008672,2.3886397802933783,3.2541358299862035,2.666927070618917,2.9792113050268854,2.5966516901579233
11,1.8018878988438765,2.1884926319272817,2.550842997912651,2.8950302243672685,3.0491802176978653,3.482341166514275,2.2016584657934573,2.616027522790997,3.212366728753117,2.827437001950707,0.0,2.767706631852444,1.7898603297464302,3.3364651953826825,2.778668746000502,1.9665706191235546,2.620438894536562,2.3113848662652443,2.8083625122124105,1.9505383872151811,3.236000618046913,2.782139464512878,1.9544052803858263,2.0374739262135355,2.946523375098185,2.573752124816996,1.9277447963877377,3.201577736054522,3.2547964606100943,2.955029610680746
12,2.624804754643667,3.211681802420657,2.062668174961741,3.080486974489585,2.6818090908936827,3.1836300036279344,2.769638965641551,2.150999767549964,2.7009442793215857,2.743392060934784,2.767706631852444,0.0,2.6118192893077423,2.6091761151750568,2.0439667316274988,2.5487251715318386,3.06119257806496,3.1561210369692727,1.5062868252759831,2.8346075566116733,3.0046131198542017,3.0976926897289214,2.921010099263609,2.742462397189796,2.3021728866442674,2.2319498202244605,2.349468024894146,2.108767412494797,1.913609155496493,2.3655866080107915
13,1.0663957989414625,2.379222562098805,2.466819815065543,3.528795828607827,3.2239261778148705,3.946327406589575,2.208913760199796,2.559648413356803,3.284524318679951,3.0241362403172243,1.7898603297464302,2.6118192893077423,0.0,3.2203726492441835,2.449448917613919,2.03179723397784,2.3668333274652023,1.931346680427934,2.3961844670225205,2.220675572883171,3.6944417710934347,3.247599113191159,1.849243088401306,0.9030503861911583,3.0558141304732525,2.318965286501719,1.5563418647585112,2.6838964212502687,2.8356128085477397,2.838274123477153
14,3.392639090737475,2.4185326129701044,1.9674857051577272,2.5583197610932062,1.3378714437493613,2.1369838558117373,3.42956265433364,2.2448162508321254,1.1426723064816091,1.9325113195011303,3.3364651953826825,2.6091761151750568,3.2203726492441835,0.0,2.251488396594573,2.6488110540391516,2.5991344713192506,3.285102738119464,2.7826066915753653,3.0335128152028634,2.163631207022121,2.2024304756336806,3.335311079944418,3.3346514060693058,1.5786703265723339,2.1849027438309467,3.3954086646529023,2.291135089862665,2.489718859630541,2.548215061567607
15,2.6023450962545303,3.090517755975526,1.7947701802737865,3.362885665615172,2.2012496450879895,3.014780257332199,3.1622302256477153,2.1435018077902335,2.0581788066152074,2.3346948408732136,2.778668746000502,2.0439667316274988,2.449448917613919,2.251488396594573,0.0,2.319956896151306,3.1527924130839944,3.0350453044394574,1.675022387910084,3.158828896917337,3.0757600686659545,2.9592397672375244,2.802124194249784,2.497819048690277,2.4508365918600123,1.8291528093628484,2.8190069173380903,1.2982680770934794,1.4912746225963882,1.1392102527628516
16,2.1765109694187164,2.1517667159801506,1.7299132926248069,2.723086484120547,2.385015723218612,2.952642883926196,2.1993862780330335,1.8232388762858256,2.56474170239422,2.136492452596077,1.9665706191235546,2.5487251715318386,2.03179723397784,2.6488110540391516,2.319956896151306,0.0,2.458231071319375,2.0084073292039144,2.289694302739997,2.3601694854395525,2.613292941864727,2.5625182926176353,2.369071548096427,2.183460556089805,2.3377767215882703,1.728004629623428,2.3326379916309348,2.5534094853744085,2.656219117467533,2.4260667756679744
17,2.7181795378524947,1.516970665504116,2.564039781282654,2.8563438168399826,2.562069476029095,3.4256970093690424,2.7759682995308146,2.6664020702062174,2.6990368652539747,2.4855784035109414,2.620438894536562,3.06119257806496,2.3668333274652023,2.5991344713192506,3.1527924130839944,2.458231071319375,0.0,2.581394971715875,3.3943777043811725,2.1658023917246005,2.962431433805684,2.6036512823341,2.7747792705006287,2.562303651014064,2.5819953524357864,2.6367972997558993,2.5291698242704066,3.3517159784206063,3.591489941514524,3.549943661524785
18,2.034969287237525,2.505474007049365,2.7056052927210206,3.1888085549308225,3.3742258371365716,3.5678564993564414,1.5810755832660246,2.552900311410534,3.225895224584952,3.1268354609732816,2.3113848662652443,3.1561210369692727,1.931346680427934,3.285102738119464,3.0350453044394574,2.0084073292039144,2.581394971715875,0.0,2.9909195910288195,2.3991456812790677,3.134677016855165,2.7754278949380042,2.265744910619905,1.9621416870348583,3.0560922760937697,2.252753870266346,2.4717402776181805,3.08966017548856,3.1779867841134894,3.2328470424689137
19,2.3093938598688615,3.4147620707744775,1.9945174855087133,3.352655663798476,2.772796422386613,3.2759426124399678,2.8794791195631197,1.9180980162650711,2.6783577057592587,2.9260041011591214,2.8083625122124105,1.5062868252759831,2.3961844670225205,2.7826066915753653,1.675022387910084,2.289694302739997,3.3943777043811725,2.9909195910288195,0.0,3.000949849630946,3.3414368167002646,3.28310828331933,2.9424479604574145,2.489618444661752,2.659755627872606,1.8727786842016332,2.370632826905086,1.7799999999999998,1.4388189601197225,2.0465336547440405
20,2.3260696464207604,1.9685781671043698,2.681044572550035,2.7384302072537836,2.886745572439663,3.3865764423677196,2.4241080833989233,2.7252155878021833,3.0614865670128295,2.8400000000000003,1.9505383872151811,2.8346075566116733,2.220675572883171,3.0335128152028634,3.158828896917337,2.3601694854395525,2.1658023917246005,2.3991456812790677,3.000949849630946,0.0,3.15982594457353,2.908281279381346,2.4951753445399385,2.4851760501018836,2.6593984282164267,2.6264424608203396,2.152533391146349,3.3085797557260124,3.3878164058874263,3.5342891788873185
21,3.6978507271116285,2.6229372848011447,2.4457105307047278,1.7803651310896875,1.9887684631449687,1.7634625031454454,2.9872730039284994,2.5792053039647698,2.125935088378759,2.2373421732046266,3.236000618046913,3.0046131198542017,3.6944417710934347,2.163631207022121,3.0757600686659545,2.613292941864727,2.962431433805684,3.134677016855165,3.3414368167002646,3.15982594457353,0.0,1.683805214387935,3.455083211733113,3.7674394487503045,2.2278464938141496,2.5374987684726076,3.696200752123726,3.241265185078197,3.225275182058114,3.0646206943111243
22,3.2291949461127305,2.126828624971932,2.414808481018733,1.7892177061498136,2.1676715618377247,1.9647900651214625,2.5400393697736265,2.59751804613558,1.9143144987174914,2.290654928181022,2.782139464512878,3.0976926897289214,3.247599113191159,2.2024304756336806,2.9592397672375244,2.5625182926176353,2.6036512823341,2.7754278949380042,3.28310828331933,2.908281279381346,1.683805214387935,0.0,3.1062517605628814,3.403086834037592,2.512349497979929,2.48959836118198,3.433088988068908,3.3381132395411632,3.398882169184451,3.1063322423720234
23,1.5784486054350964,2.4374576919405184,2.6415715019662067,3.4956687486087694,3.29153459650662,3.9542888108988703,2.3404700382615453,2.867769167837607,3.3720320283176433,3.226127709809393,1.9544052803858263,2.921010099263609,1.849243088401306,3.335311079944418,2.802124194249784,2.369071548096427,2.7747792705006287,2.265744910619905,2.9424479604574145,2.4951753445399385,3.455083211733113,3.1062517605628814,0.0,1.7581808780668728,3.2401697486397225,2.5619328640696266,2.1698617467479355,3.2915345965066205,3.130814590485997,2.9074903267250947
24,1.0201470482239314,2.524083992263332,2.4763481176926643,3.7747450245016547,3.381419820134731,4.177295775977564,2.3244784361228223,2.757009249168381,3.348223409511378,3.214047292744772,2.0374739262135355,2.742462397189796,0.9030503861911583,3.3346514060693058,2.497819048690277,2.183460556089805,2.562303651014064,1.9621416870348583,2.489618444661752,2.4851760501018836,3.7674394487503045,3.403086834037592,1.7581808780668728,0.0,3.242977027362359,2.3994791101403656,1.5302614155757832,2.657705777545739,2.74612454196819,2.7111067850603012
25,3.3233717817902955,2.3842189496772312,1.8118498834064596,2.358940440112891,1.6587646005386056,2.269250977745741,3.111093055503162,2.035485200142708,1.9290152928372548,1.8975774029008672,2.946523375098185,2.3021728866442674,3.0558141304732525,1.5786703265723339,2.4508365918600123,2.3377767215882703,2.5819953524357864,3.0560922760937697,2.659755627872606,2.6593984282164267,2.2278464938141496,2.512349497979929,3.2401697486397225,3.242977027362359,0.0,2.1661948204166683,3.1587972394568156,2.4101659693888307,2.605206325802239,2.849420993816113
26,2.31974136489394,2.622003051104251,1.5446035089951078,2.8264111519734705,2.2599778759979046,2.6990183400636614,2.489518025642715,1.2232742946698425,2.03,2.3886397802933783,2.573752124816996,2.2319498202244605,2.318965286501719,2.1849027438309467,1.8291528093628484,1.728004629623428,2.6367972997558993,2.252753870266346,1.8727786842016332,2.6264424608203396,2.5374987684726076,2.48959836118198,2.5619328640696266,2.3994791101403656,2.1661948204166683,0.0,2.486041029428115,1.9333132182861632,1.7546794579067713,2.1212732025837693
27,1.2870120434556935,2.6871360218641707,2.5686961673191324,3.58488493539193,3.3769364814873257,4.132420598148257,2.4694331333324255,2.731849190566712,3.4438205528163044,3.2541358299862035,1.9277447963877377,2.349468024894146,1.5563418647585112,3.3954086646529023,2.8190069173380903,2.3326379916309348,2.5291698242704066,2.4717402776181805,2.370632826905086,2.152533391146349,3.696200752123726,3.433088988068908,2.1698617467479355,1.5302614155757832,3.1587972394568156,2.486041029428115,0.0,2.9326950063039283,2.718289903597481,3.1
28,2.8684664892586773,3.3892772090816057,1.8322390673708495,3.586767346790143,2.468319266221451,3.2709325887275633,3.280487768610027,2.2825643473952715,2.287531420549235,2.666927070618917,3.201577736054522,2.108767412494797,2.6838964212502687,2.291135089862665,1.2982680770934794,2.5534094853744085,3.3517159784206063,3.08966017548856,1.7799999999999998,3.3085797557260124,3.241265185078197,3.3381132395411632,3.2915345965066205,2.657705777545739,2.4101659693888307,1.9333132182861632,2.9326950063039283,0.0,1.2317467272130256,1.6938417871808453
29,2.770721927584939,3.642032399636225,1.9867309832989468,3.628291609008295,2.7064367718459637,3.3076880143084835,3.303937045405072,2.1279332696304176,2.4763279265880764,2.9792113050268854,3.2547964606100943,1.913609155496493,2.8356128085477397,2.489718859630541,1.4912746225963882,2.656219117467533,3.591489941514524,3.1779867841134894,1.4388189601197225,3.3878164058874263,3.225275182058114,3.398882169184451,3.130814590485997,2.74612454196819,2.605206325802239,1.7546794579067713,2.718289903597481,1.2317467272130256,0.0,1.7481132686413658
30,2.838344587959679,3.3073100852505495,1.9354586019855864,3.499857139941572,2.396935543563907,3.130670854625251,3.290212759078051,2.4213219529835355,2.325145156759036,2.5966516901579233,2.955029610680746,2.3655866080107915,2.838274123477153,2.548215061567607,1.1392102527628516,2.4260667756679744,3.549943661524785,3.2328470424689137,2.0465336547440405,3.5342891788873185,3.0646206943111243,3.1063322423720234,2.9074903267250947,2.7111067850603012,2.849420993816113,2.1212732025837693,3.1,1.6938417871808453,1.7481132686413658,0.0
